<TICKER>,x,<CLOSE>,<OPENINT>,<COl12>,Date
????_??6,20201216,1413429.5,56081918551,Overall Index,12/15/2020
????_??6,20201219,1444887.9,57288410052,Overall Index,12/16/2020
????_??6,20201220,1439055,57058108660,Overall Index,12/19/2020
????_??6,20201221,1436415.2,56953146240,Overall Index,12/20/2020
????_??6,20201222,1444889.1,57289134034,Overall Index,12/21/2020
????_??6,20201223,1447840.8,57406839241,Overall Index,12/22/2020
????_??6,20201226,1423507.4,56442019688,Overall Index,12/23/2020
????_??6,20201227,1419059.3,56265889784,Overall Index,12/26/2020
????_??6,20201228,1437142.1,56995611426,Overall Index,12/27/2020
????_??6,20201229,1411824.3,55991530647,Overall Index,12/28/2020
????_??6,20201230,1397847.6,55437230070,Overall Index,12/29/2020
????_??6,20210102,1354114.3,53702811670,Overall Index,12/30/2020
????_??6,20210103,1355475.3,53756777853,Overall Index,1/2/2021
????_??6,20210104,1374500.9,54511312611,Overall Index,1/3/2021
????_??6,20210105,1350211.4,53548015716,Overall Index,1/4/2021
????_??6,20210106,1310708.8,51982065535,Overall Index,1/5/2021
????_??6,20210109,1285947.7,51000051706,Overall Index,1/6/2021
????_??6,20210110,1306714.8,52026737717,Overall Index,1/9/2021
????_??6,20210111,1301245.3,51808967263,Overall Index,1/10/2021
????_??6,20210112,1260697.7,50192795166,Overall Index,1/11/2021
????_??6,20210113,1229889.5,48965182196,Overall Index,1/12/2021
????_??6,20210116,1186786.6,47248504006,Overall Index,1/13/2021
????_??6,20210118,1149721.6,45772433570,Overall Index,1/16/2021
????_??6,20210119,1150624.7,45810770452,Overall Index,1/18/2021
????_??6,20210120,1183948,47078314016,Overall Index,1/19/2021
????_??6,20210123,1222069.8,48594184724,Overall Index,1/20/2021
????_??6,20210124,1234597.2,49095677043,Overall Index,1/23/2021
????_??6,20210125,1235764.2,49142086899,Overall Index,1/24/2021
????_??6,20210126,1215033.9,48317715794,Overall Index,1/25/2021
????_??6,20210127,1207732.7,48027371845,Overall Index,1/26/2021
????_??6,20210130,1247176.7,49595920427,Overall Index,1/27/2021
????_??6,20210131,1250992.5,49747660681,Overall Index,1/30/2021
????_??6,20210201,1233614.2,49056564267,Overall Index,1/31/2021
????_??6,20210202,1205428.7,47935725315,Overall Index,2/1/2021
????_??6,20210203,1173050.3,46647731716,Overall Index,2/2/2021
????_??6,20210206,1135369.4,45149307921,Overall Index,2/3/2021
????_??6,20210207,1170497.1,46550519606,Overall Index,2/6/2021
????_??6,20210208,1192858.5,47440034073,Overall Index,2/7/2021
????_??6,20210209,1214370.8,48295579554,Overall Index,2/8/2021
????_??6,20210213,1262202.3,50197839743,Overall Index,2/9/2021
????_??6,20210214,1264337.7,50282764428,Overall Index,2/13/2021
????_??6,20210215,1257237.4,50000339675,Overall Index,2/14/2021
????_??6,20210216,1245843.5,49546022770,Overall Index,2/15/2021
????_??6,20210217,1238397.8,49247580557,Overall Index,2/16/2021
????_??6,20210220,1232761.5,49022764363,Overall Index,2/17/2021
????_??6,20210221,1222659,48621810753,Overall Index,2/20/2021
????_??6,20210222,1214500.4,48292300627,Overall Index,2/21/2021
????_??6,20210223,1211767.2,48183617655,Overall Index,2/22/2021
????_??6,20210224,1205798.5,47945401819,Overall Index,2/23/2021
????_??6,20210227,1193977.7,47712723187,Overall Index,2/24/2021
????_??6,20210228,1185598.6,47378857949,Overall Index,2/27/2021
????_??6,20210301,1181659.4,47221442047,Overall Index,2/28/2021
????_??6,20210302,1186333.7,47408233830,Overall Index,3/1/2021
????_??6,20210303,1177975.9,47074243120,Overall Index,3/2/2021
????_??6,20210306,1169760.9,46744731724,Overall Index,3/3/2021
????_??6,20210307,1175590.8,46978597384,Overall Index,3/6/2021
????_??6,20210308,1199944.9,47940763408,Overall Index,3/7/2021
????_??6,20210309,1210149,48347569878,Overall Index,3/8/2021
????_??6,20210310,1206782.2,48209970546,Overall Index,3/9/2021
????_??6,20210313,1229419.3,49106326557,Overall Index,3/10/2021
????_??6,20210314,1245140.1,49733673788,Overall Index,3/13/2021
????_??6,20210315,1254252,50154368067,Overall Index,3/14/2021
????_??6,20210316,1290518.6,51544112693,Overall Index,3/15/2021
????_??6,20210317,1307657.7,52226755274,Overall Index,3/16/2021
????_??6,20210327,1309573.4,52294254180,Overall Index,3/17/2021
????_??6,20210328,1306859.3,52187563124,Overall Index,3/27/2021
????_??6,20210330,1303089.2,52041020295,Overall Index,3/28/2021
????_??6,20210331,1294543.7,51725409767,Overall Index,3/30/2021
????_??6,20210403,1282874,51259129045,Overall Index,3/31/2021
????_??6,20210404,1269533.8,50726099626,Overall Index,4/3/2021
????_??6,20210405,1262745.4,50454861353,Overall Index,4/4/2021
????_??6,20210406,1260800.5,50377150414,Overall Index,4/5/2021
????_??6,20210407,1249898.1,49941522644,Overall Index,4/6/2021
????_??6,20210410,1240759.1,49557222009,Overall Index,4/7/2021
????_??6,20210411,1230926.7,49161446153,Overall Index,4/10/2021
????_??6,20210412,1226119.1,48969434443,Overall Index,4/11/2021
????_??6,20210413,1244586.6,49706494075,Overall Index,4/12/2021
????_??6,20210414,1243235.8,49652544628,Overall Index,4/13/2021
????_??6,20210417,1233723.5,49270757818,Overall Index,4/14/2021
????_??6,20210418,1224778.2,48901218596,Overall Index,4/17/2021
????_??6,20210419,1216836,48584113137,Overall Index,4/18/2021
????_??6,20210420,1219665.2,48696677542,Overall Index,4/19/2021
????_??6,20210421,1207062.9,48193511441,Overall Index,4/20/2021
????_??6,20210424,1199339.1,47884256570,Overall Index,4/21/2021
????_??6,20210425,1187820.3,47424367793,Overall Index,4/24/2021
????_??6,20210426,1186933.2,47489542644,Overall Index,4/25/2021
????_??6,20210427,1202637.8,48117888090,Overall Index,4/26/2021
????_??6,20210428,1207702.1,48320514122,Overall Index,4/27/2021
????_??6,20210501,1194303.5,47784431631,Overall Index,4/28/2021
????_??6,20210502,1180709.1,47240931106,Overall Index,5/1/2021
????_??6,20210503,1167072.7,46695331170,Overall Index,5/2/2021
????_??6,20210505,1172249.3,46898922472,Overall Index,5/3/2021
????_??6,20210508,1167498.3,46705431865,Overall Index,5/5/2021
????_??6,20210509,1151872.6,46078589410,Overall Index,5/8/2021
????_??6,20210510,1157642.1,46309322385,Overall Index,5/9/2021
????_??6,20210511,1179617.8,47181684971,Overall Index,5/10/2021
????_??6,20210512,1183980.3,47325136974,Overall Index,5/11/2021
????_??6,20210515,1189524.2,47541723596,Overall Index,5/12/2021
????_??6,20210516,1188806.3,47496904121,Overall Index,5/15/2021
????_??6,20210517,1174673.2,46930189184,Overall Index,5/16/2021
????_??6,20210518,1173536.5,46964957445,Overall Index,5/17/2021
????_??6,20210519,1154767.9,46213164012,Overall Index,5/18/2021
????_??6,20210522,1128164.1,45146162358,Overall Index,5/19/2021
????_??6,20210523,1107900.3,44297643681,Overall Index,5/22/2021
????_??6,20210524,1095726.2,43792792919,Overall Index,5/23/2021
????_??6,20210525,1105446,44136692753,Overall Index,5/24/2021
????_??6,20210526,1109369.6,44299661682,Overall Index,5/25/2021
????_??6,20210529,1139480.9,45585496219,Overall Index,5/26/2021
????_??6,20210530,1156891.5,46275988110,Overall Index,5/29/2021
????_??6,20210531,1145970.7,45836938128,Overall Index,5/30/2021
????_??6,20210601,1140497.6,45611580828,Overall Index,5/31/2021
????_??6,20210602,1148666,45927402408,Overall Index,6/1/2021
????_??6,20210607,1157228.8,46269771027,Overall Index,6/2/2021
????_??6,20210608,1160568.5,46359345679,Overall Index,6/7/2021
????_??6,20210609,1151841.9,46002705362,Overall Index,6/8/2021
????_??6,20210612,1144873,45700040539,Overall Index,6/9/2021
????_??6,20210613,1141290.2,45566293663,Overall Index,6/12/2021
????_??6,20210614,1150215.1,45919038930,Overall Index,6/13/2021
????_??6,20210615,1150159.2,45916724554,Overall Index,6/14/2021
????_??6,20210616,1147669.3,45813074888,Overall Index,6/15/2021
????_??6,20210619,1161985.1,46399318792,Overall Index,6/16/2021
????_??6,20210620,1163716.1,46456248231,Overall Index,6/19/2021
????_??6,20210621,1168592.7,46650260087,Overall Index,6/20/2021
????_??6,20210622,1186905.5,47364607102,Overall Index,6/21/2021
????_??6,20210623,1213022.8,48391716658,Overall Index,6/22/2021
????_??6,20210626,1233783.1,49214840244,Overall Index,6/23/2021
????_??6,20210627,1238485.8,49400437321,Overall Index,6/26/2021
????_??6,20210628,1243747.9,49607220935,Overall Index,6/27/2021
????_??6,20210629,1248540.5,49777241587,Overall Index,6/28/2021
????_??6,20210630,1256960.2,50110678122,Overall Index,6/29/2021
????_??6,20210703,1246055.4,49642432242,Overall Index,6/30/2021
????_??6,20210704,1243751.9,49559792174,Overall Index,7/3/2021
????_??6,20210705,1254612.5,49833399216,Overall Index,7/4/2021
????_??6,20210706,1281130.5,50860733357,Overall Index,7/5/2021
????_??6,20210707,1282018.7,50381509453,Overall Index,7/6/2021
????_??6,20210710,1270727.4,49528448873,Overall Index,7/7/2021
????_??6,20210711,1285282.9,50553292108,Overall Index,7/10/2021
????_??6,20210712,1304333.3,51459816024,Overall Index,7/11/2021
????_??6,20210713,1303921.4,51303732114,Overall Index,7/12/2021
????_??6,20210714,1305491,53211585604,Overall Index,7/13/2021
????_??6,20210717,1311220.5,53465804111,Overall Index,7/14/2021
????_??6,20210718,1302916.4,53071833633,Overall Index,7/17/2021
????_??6,20210719,1311277.5,53407700479,Overall Index,7/18/2021
????_??6,20210726,1323391.4,53765712195,Overall Index,7/19/2021
????_??6,20210727,1314953.6,53077575858,Overall Index,7/26/2021
????_??6,20210728,1316516.4,53039940225,Overall Index,7/27/2021
????_??6,20210731,1351467.5,54441969693,Overall Index,7/28/2021
????_??6,20210801,1360281.2,54796108243,Overall Index,7/31/2021
????_??6,20210802,1357969.2,54699705015,Overall Index,8/1/2021
????_??6,20210803,1375612.5,55410383243,Overall Index,8/2/2021
????_??6,20210804,1406057.9,56516949311,Overall Index,8/3/2021
????_??6,20210807,1407758.8,56583761262,Overall Index,8/4/2021
????_??6,20210808,1417863,56999305786,Overall Index,8/7/2021
????_??6,20210809,1433175.9,57614896678,Overall Index,8/8/2021
????_??6,20210810,1453797.3,58443872158,Overall Index,8/9/2021
????_??6,20210811,1484589.9,59613220978,Overall Index,8/10/2021
????_??6,20210814,1480829.9,59440126427,Overall Index,8/11/2021
????_??6,20210815,1500000.1,60241728167,Overall Index,8/14/2021
????_??6,20210822,1515482.7,60863451093,Overall Index,8/15/2021
????_??6,20210823,1515886.5,60879566484,Overall Index,8/22/2021
????_??6,20210824,1543476.4,61827444865,Overall Index,8/23/2021
????_??6,20210825,1550120.9,62097284037,Overall Index,8/24/2021
????_??6,20210828,1575763.5,63147589408,Overall Index,8/25/2021
????_??6,20210829,1573407.6,63053180136,Overall Index,8/28/2021
????_??6,20210830,1523997.1,61073090417,Overall Index,8/29/2021
????_??6,20210831,1496156.5,59957395826,Overall Index,8/30/2021
????_??6,20210901,1520687.6,60940465465,Overall Index,8/31/2021
????_??6,20210904,1541049.4,61756446190,Overall Index,9/1/2021
????_??6,20210905,1537270.8,61605022360,Overall Index,9/4/2021
????_??6,20210906,1538503.4,61654417595,Overall Index,9/5/2021
????_??6,20210907,1523086.7,61037709929,Overall Index,9/6/2021
????_??6,20210908,1526009.1,61158217254,Overall Index,9/7/2021
????_??6,20210911,1530515.2,61373412760,Overall Index,9/8/2021
????_??6,20210912,1489994.9,59748534098,Overall Index,9/11/2021
????_??6,20210913,1475274.1,59158232270,Overall Index,9/12/2021
????_??6,20210914,1496954.9,60027629069,Overall Index,9/13/2021
????_??6,20210915,1488291.7,59680237252,Overall Index,9/14/2021
????_??6,20210918,1450221.3,58275428577,Overall Index,9/15/2021
????_??6,20210919,1420484.5,57080492124,Overall Index,9/18/2021
????_??6,20210920,1427758.3,57372779202,Overall Index,9/19/2021
????_??6,20210921,1391219.6,55904517091,Overall Index,9/20/2021
????_??6,20210922,1386466.3,55713510395,Overall Index,9/21/2021
????_??6,20210925,1422104.8,57145598626,Overall Index,9/22/2021
????_??6,20210926,1424719.4,57250585893,Overall Index,9/25/2021
????_??6,20210928,1425440.8,57279573209,Overall Index,9/26/2021
????_??6,20210929,1437021.5,57750920897,Overall Index,9/28/2021
????_??6,20211002,1473480.1,59216119316,Overall Index,9/29/2021
????_??6,20211003,1476689.3,59345055583,Overall Index,10/2/2021
????_??6,20211004,1484662.7,59665491290,Overall Index,10/3/2021
????_??6,20211006,1488300.6,59811283917,Overall Index,10/4/2021
????_??6,20211009,1465983.3,58908497046,Overall Index,10/6/2021
????_??6,20211010,1455610.9,58490197909,Overall Index,10/9/2021
????_??6,20211011,1457480.5,58565323105,Overall Index,10/10/2021
????_??6,20211012,1418721.1,57005139763,Overall Index,10/11/2021
????_??6,20211013,1397446.4,56150315248,Overall Index,10/12/2021
????_??6,20211016,1437445.4,57757500172,Overall Index,10/13/2021
????_??6,20211017,1436062,57702765528,Overall Index,10/16/2021
????_??6,20211018,1436964.1,57566711080,Overall Index,10/17/2021
????_??6,20211019,1449471.6,58067776962,Overall Index,10/18/2021
????_??6,20211020,1436371.5,57355218964,Overall Index,10/19/2021
????_??6,20211023,1407751.3,56212392452,Overall Index,10/20/2021
????_??6,20211025,1384111.2,55266881841,Overall Index,10/23/2021
????_??6,20211026,1384469.6,55281030675,Overall Index,10/25/2021
????_??6,20211027,1393925.2,55663168985,Overall Index,10/26/2021
????_??6,20211030,1375720.3,54936199584,Overall Index,10/27/2021
????_??6,20211031,1340319.3,53521620854,Overall Index,10/30/2021
????_??6,20211101,1361402.9,54376801784,Overall Index,10/31/2021
????_??6,20211102,1376094.4,54964568286,Overall Index,11/1/2021
????_??6,20211103,1398441,55859175120,Overall Index,11/2/2021
????_??6,20211106,1440637.4,57544664964,Overall Index,11/3/2021
????_??6,20211107,1430959.9,57182538060,Overall Index,11/6/2021
????_??6,20211108,1434392.5,57319709954,Overall Index,11/7/2021
????_??6,20211109,1447656,57849729721,Overall Index,11/8/2021
????_??6,20211110,1456522.9,58204728994,Overall Index,11/9/2021
????_??6,20211113,1439177.7,57511589992,Overall Index,11/10/2021
????_??6,20211114,1442588.1,57648005108,Overall Index,11/13/2021
????_??6,20211115,1416339.6,56598204665,Overall Index,11/14/2021
????_??6,20211116,1408582.5,56288221749,Overall Index,11/15/2021
????_??6,20211117,1410777.8,56375742818,Overall Index,11/16/2021
????_??6,20211120,1383485.2,55284958688,Overall Index,11/17/2021
????_??6,20211121,1386973.3,55423782698,Overall Index,11/20/2021
????_??6,20211122,1407127.2,56229136844,Overall Index,11/21/2021
????_??6,20211123,1404611.7,56128626251,Overall Index,11/22/2021
????_??6,20211124,1394095.5,55708860500,Overall Index,11/23/2021
????_??6,20211127,1366664.3,54610614568,Overall Index,11/24/2021
????_??6,20211128,1368013.5,54680506893,Overall Index,11/27/2021
????_??6,20211129,1363840.4,54511020884,Overall Index,11/28/2021
????_??6,20211130,1357093.2,54241344341,Overall Index,11/29/2021
????_??6,20211201,1340120.9,53567915705,Overall Index,11/30/2021
????_??6,20211204,1334734.9,53352627847,Overall Index,12/1/2021
????_??6,20211205,1343252.7,53694983792,Overall Index,12/4/2021
????_??6,20211206,1342343.1,53653787553,Overall Index,12/5/2021
????_??6,20211207,1337987.6,53479703372,Overall Index,12/6/2021
????_??6,20211208,1349364.9,53934455378,Overall Index,12/7/2021
????_??6,20211211,1344447.7,53737916786,Overall Index,12/8/2021
????_??6,20211212,1320761.6,52791185622,Overall Index,12/11/2021
????_??6,20211213,1295526.9,51778617671,Overall Index,12/12/2021
????_??6,20211214,1291798.5,51631582907,Overall Index,12/13/2021
????_??6,20211215,1293213.1,51689327655,Overall Index,12/14/2021
????_??6,20211218,1305576.9,52183504042,Overall Index,12/15/2021
????_??6,20211219,1291665.5,51627477886,Overall Index,12/18/2021
????_??6,20211220,1301516.8,52021232650,Overall Index,12/19/2021
????_??6,20211221,1318467.3,52698701625,Overall Index,12/20/2021
????_??6,20211222,1359011,54319218722,Overall Index,12/21/2021
????_??6,20211225,1385528.5,55379112409,Overall Index,12/22/2021
????_??6,20211226,1384015.2,55319243218,Overall Index,12/25/2021
????_??6,20211227,1400290.5,55969770596,Overall Index,12/26/2021
????_??6,20211228,1399888.9,55872741721,Overall Index,12/27/2021
????_??6,20211229,1397357.7,56004274777,Overall Index,12/28/2021
????_??6,20220101,1378895.2,55264323548,Overall Index,12/29/2021
????_??6,20220102,1378983.5,55269074812,Overall Index,1/1/2022
????_??6,20220103,1376070.3,55152313050,Overall Index,1/2/2022
????_??6,20220104,1362794.6,54618446214,Overall Index,1/3/2022
????_??6,20220105,1363122.7,54631581278,Overall Index,1/4/2022
????_??6,20220108,1362438.6,54604164776,Overall Index,1/5/2022
????_??6,20220109,1336778.8,53575543169,Overall Index,1/8/2022
????_??6,20220110,1332642.1,53408966184,Overall Index,1/9/2022
????_??6,20220111,1334701.9,53492359805,Overall Index,1/10/2022
????_??6,20220112,1334283.5,53475589782,Overall Index,1/11/2022
????_??6,20220115,1322631.9,53008420439,Overall Index,1/12/2022
????_??6,20220116,1310877.3,52537317946,Overall Index,1/15/2022
????_??6,20220117,1306531.1,52363131064,Overall Index,1/16/2022
????_??6,20220118,1275936.5,51136964835,Overall Index,1/17/2022
????_??6,20220119,1279449.8,51269647634,Overall Index,1/18/2022
????_??6,20220122,1281803.1,51362618667,Overall Index,1/19/2022
????_??6,20220123,1256547.3,48837123047,Overall Index,1/22/2022
????_??6,20220124,1234688.7,49357461220,Overall Index,1/23/2022
????_??6,20220125,1207991.2,48290071004,Overall Index,1/24/2022
????_??6,20220126,1229422.6,49151575986,Overall Index,1/25/2022
????_??6,20220129,1258963,50332580435,Overall Index,1/26/2022
????_??6,20220130,1284578.4,51358609983,Overall Index,1/29/2022
????_??6,20220131,1294669.9,51762130166,Overall Index,1/30/2022
????_??6,20220201,1301297.5,52027105587,Overall Index,1/31/2022
????_??6,20220202,1301197.2,52022973115,Overall Index,2/1/2022
????_??6,20220205,1304437.2,52151285744,Overall Index,2/2/2022
????_??6,20220206,1282049.5,51256231914,Overall Index,2/5/2022
????_??6,20220207,1274488,50953924612,Overall Index,2/6/2022
????_??6,20220208,1281169,51221031164,Overall Index,2/7/2022
