<TICKER>,x,<CLOSE>,<OPENINT>,<COl12>,Date
????_??6,20151019,63126.7,2728887545,Overall Index,10/18/2015
????_??6,20151020,63142,2731229237,Overall Index,10/19/2015
????_??6,20151021,63175,2731850339,Overall Index,10/20/2015
????_??6,20151025,62792.8,2733036178,Overall Index,10/21/2015
????_??6,20151026,62803.3,2716135480,Overall Index,10/25/2015
????_??6,20151027,62923,2714209329,Overall Index,10/26/2015
????_??6,20151028,62923.7,2719381964,Overall Index,10/27/2015
????_??6,20151031,62948.6,2719412020,Overall Index,10/28/2015
????_??6,20151101,62942.7,2720489967,Overall Index,10/31/2015
????_??6,20151102,62855.7,2720232491,Overall Index,11/1/2015
????_??6,20151103,62811.6,2726536447,Overall Index,11/2/2015
????_??6,20151104,62927.4,2724626279,Overall Index,11/3/2015
????_??6,20151107,63000.4,2729647976,Overall Index,11/4/2015
????_??6,20151108,62999.2,2732817046,Overall Index,11/7/2015
????_??6,20151109,63035.7,2733190185,Overall Index,11/8/2015
????_??6,20151110,63044.3,2734774767,Overall Index,11/9/2015
????_??6,20151111,63056.4,2735037706,Overall Index,11/10/2015
????_??6,20151114,63070.6,2735979698,Overall Index,11/11/2015
????_??6,20151115,63083.5,2724211516,Overall Index,11/14/2015
????_??6,20151116,63108.6,2724770222,Overall Index,11/15/2015
????_??6,20151117,63013.6,2725853506,Overall Index,11/16/2015
????_??6,20151118,62871.3,2721751641,Overall Index,11/17/2015
????_??6,20151121,62889,2715664692,Overall Index,11/18/2015
????_??6,20151122,62923.9,2715936022,Overall Index,11/21/2015
????_??6,20151123,62795.7,2717434649,Overall Index,11/22/2015
????_??6,20151124,62720.9,2715146637,Overall Index,11/23/2015
????_??6,20151125,62734.6,2711912339,Overall Index,11/24/2015
????_??6,20151128,62635.4,2712505142,Overall Index,11/25/2015
????_??6,20151129,62639.1,2708214665,Overall Index,11/28/2015
????_??6,20151130,62647.7,2708653012,Overall Index,11/29/2015
????_??6,20151201,62550,2709020954,Overall Index,11/30/2015
????_??6,20151205,62577.1,2704798275,Overall Index,12/1/2015
????_??6,20151206,62420.2,2706605878,Overall Index,12/5/2015
????_??6,20151207,62374.8,2699820094,Overall Index,12/6/2015
????_??6,20151208,62392.4,2697747132,Overall Index,12/7/2015
????_??6,20151209,62409.8,2698310047,Overall Index,12/8/2015
????_??6,20151213,62310.7,2698607525,Overall Index,12/9/2015
????_??6,20151214,62216.3,2694821745,Overall Index,12/13/2015
????_??6,20151215,62233.3,2690602278,Overall Index,12/14/2015
????_??6,20151216,62147.3,2691643885,Overall Index,12/15/2015
????_??6,20151219,61734,2687926106,Overall Index,12/16/2015
????_??6,20151220,61501.5,2670050666,Overall Index,12/19/2015
????_??6,20151221,61518.5,2659994181,Overall Index,12/20/2015
????_??6,20151222,61414.2,2660728230,Overall Index,12/21/2015
????_??6,20151223,61420.7,2656217526,Overall Index,12/22/2015
????_??6,20151226,61436.9,2656499443,Overall Index,12/23/2015
????_??6,20151227,61455.3,2657197011,Overall Index,12/26/2015
????_??6,20151228,61469.3,2657417644,Overall Index,12/27/2015
????_??6,20151230,61691,2658023664,Overall Index,12/28/2015
????_??6,20160102,61700.1,2658737623,Overall Index,12/30/2015
????_??6,20160103,61710.2,2661024521,Overall Index,1/2/2016
????_??6,20160104,61728.1,2661460734,Overall Index,1/3/2016
????_??6,20160105,62055.9,2662124381,Overall Index,1/4/2016
????_??6,20160106,62632.8,2687765754,Overall Index,1/5/2016
????_??6,20160109,62655,2712750737,Overall Index,1/6/2016
????_??6,20160110,62461,2713374742,Overall Index,1/9/2016
????_??6,20160111,62788.7,2704971291,Overall Index,1/10/2016
????_??6,20160112,62841.2,2719163554,Overall Index,1/11/2016
????_??6,20160113,63516.9,2721408647,Overall Index,1/12/2016
????_??6,20160116,64860.9,2741649974,Overall Index,1/13/2016
????_??6,20160117,65424.1,2799663195,Overall Index,1/16/2016
????_??6,20160118,65119.5,2823970427,Overall Index,1/17/2016
????_??6,20160119,66118.1,2810821730,Overall Index,1/18/2016
????_??6,20160120,66562.5,2853919636,Overall Index,1/19/2016
????_??6,20160123,66960.4,2873028607,Overall Index,1/20/2016
????_??6,20160124,67740.1,2848997246,Overall Index,1/23/2016
????_??6,20160125,68857.5,2861771893,Overall Index,1/24/2016
????_??6,20160126,70999.5,2949834953,Overall Index,1/25/2016
????_??6,20160127,71011,3041600677,Overall Index,1/26/2016
????_??6,20160130,71393.9,3042590111,Overall Index,1/27/2016
????_??6,20160131,71118.8,3058992094,Overall Index,1/30/2016
????_??6,20160201,72912.8,3047199754,Overall Index,1/31/2016
????_??6,20160202,73725.5,3124064669,Overall Index,2/1/2016
????_??6,20160203,73684,3158887651,Overall Index,2/2/2016
????_??6,20160206,74103.6,3157110036,Overall Index,2/3/2016
????_??6,20160207,74569.4,3175088613,Overall Index,2/6/2016
????_??6,20160208,75783.8,3195046172,Overall Index,2/7/2016
????_??6,20160209,78199.1,3247373537,Overall Index,2/8/2016
????_??6,20160210,77497.9,3350873615,Overall Index,2/9/2016
????_??6,20160213,76594.2,3320506360,Overall Index,2/10/2016
????_??6,20160214,76709.5,3281784665,Overall Index,2/13/2016
????_??6,20160215,77377.5,3284306985,Overall Index,2/14/2016
????_??6,20160216,77141.6,3312904407,Overall Index,2/15/2016
????_??6,20160217,77888,3303701931,Overall Index,2/16/2016
????_??6,20160220,77560.9,3364095985,Overall Index,2/17/2016
????_??6,20160221,77234.9,3349967606,Overall Index,2/20/2016
????_??6,20160222,77587.7,3335885036,Overall Index,2/21/2016
????_??6,20160223,77704,3357243290,Overall Index,2/22/2016
????_??6,20160224,77840.2,3362275528,Overall Index,2/23/2016
????_??6,20160227,78228.3,3365806188,Overall Index,2/24/2016
????_??6,20160228,77733.8,3382589928,Overall Index,2/27/2016
????_??6,20160229,77539.2,3361209138,Overall Index,2/28/2016
????_??6,20160301,77648.8,3349427578,Overall Index,2/29/2016
????_??6,20160302,77697.8,3350018646,Overall Index,3/1/2016
????_??6,20160305,78022.2,3354945997,Overall Index,3/2/2016
????_??6,20160306,78093,3370612719,Overall Index,3/5/2016
????_??6,20160307,78158.4,3373087034,Overall Index,3/6/2016
????_??6,20160308,78220,3375909546,Overall Index,3/7/2016
????_??6,20160309,78312.1,3378459658,Overall Index,3/8/2016
????_??6,20160312,79366.5,3399238214,Overall Index,3/9/2016
????_??6,20160314,80236.7,3442568814,Overall Index,3/12/2016
????_??6,20160315,80037.5,3480305286,Overall Index,3/14/2016
????_??6,20160316,80219.4,3453149568,Overall Index,3/15/2016
????_??6,20160326,81200.3,3462431969,Overall Index,3/16/2016
????_??6,20160327,81261,3504120670,Overall Index,3/26/2016
????_??6,20160328,80935.7,3506616942,Overall Index,3/27/2016
????_??6,20160329,80561.3,3493237445,Overall Index,3/28/2016
????_??6,20160330,81480.4,3477349056,Overall Index,3/29/2016
????_??6,20160402,81536.9,3517023423,Overall Index,3/30/2016
????_??6,20160403,80852.7,3518590884,Overall Index,4/2/2016
????_??6,20160404,80872.1,3489063858,Overall Index,4/3/2016
????_??6,20160405,80965.8,3489781815,Overall Index,4/4/2016
????_??6,20160406,80752.7,3493812406,Overall Index,4/5/2016
????_??6,20160409,80654,3484530202,Overall Index,4/6/2016
????_??6,20160410,80280.7,3480271983,Overall Index,4/9/2016
????_??6,20160411,80262.4,3464161590,Overall Index,4/10/2016
????_??6,20160412,80109.3,3463371814,Overall Index,4/11/2016
????_??6,20160413,79588.3,3456766059,Overall Index,4/12/2016
????_??6,20160416,77984.8,3434285280,Overall Index,4/13/2016
????_??6,20160417,77516.2,3365344550,Overall Index,4/16/2016
????_??6,20160418,78435.4,3344939411,Overall Index,4/17/2016
????_??6,20160419,78430.9,3384604738,Overall Index,4/18/2016
????_??6,20160420,78269,3371205874,Overall Index,4/19/2016
????_??6,20160423,78281.7,3364094866,Overall Index,4/20/2016
????_??6,20160424,78448.3,3364595271,Overall Index,4/23/2016
????_??6,20160425,78688.4,3371758604,Overall Index,4/24/2016
????_??6,20160426,78394.4,3422809220,Overall Index,4/25/2016
????_??6,20160427,78404.7,3410019673,Overall Index,4/26/2016
????_??6,20160430,78414.6,3410471412,Overall Index,4/27/2016
????_??6,20160501,78384.4,3410901566,Overall Index,4/30/2016
????_??6,20160502,78285.4,3409585598,Overall Index,5/1/2016
????_??6,20160503,78044.4,3405160323,Overall Index,5/2/2016
????_??6,20160504,78033.8,3394677987,Overall Index,5/3/2016
????_??6,20160507,77423.9,3392882184,Overall Index,5/4/2016
????_??6,20160508,77045.3,3364248459,Overall Index,5/7/2016
????_??6,20160509,77106,3347533928,Overall Index,5/8/2016
????_??6,20160510,76630.4,3349906710,Overall Index,5/9/2016
????_??6,20160511,75982.6,3328010343,Overall Index,5/10/2016
????_??6,20160514,76138.6,3299791008,Overall Index,5/11/2016
????_??6,20160515,75863.2,3306049074,Overall Index,5/14/2016
????_??6,20160516,75980.5,3289873019,Overall Index,5/15/2016
????_??6,20160517,76292.9,3294289672,Overall Index,5/16/2016
????_??6,20160518,76413.3,3307426231,Overall Index,5/17/2016
????_??6,20160521,76448.3,3293026504,Overall Index,5/18/2016
????_??6,20160523,76613.9,3267031789,Overall Index,5/21/2016
????_??6,20160524,76692.8,3291327917,Overall Index,5/23/2016
????_??6,20160525,76853,3268301572,Overall Index,5/24/2016
????_??6,20160528,76690.6,3274868823,Overall Index,5/25/2016
????_??6,20160529,76387,3262621640,Overall Index,5/28/2016
????_??6,20160530,76431.5,3249162568,Overall Index,5/29/2016
????_??6,20160531,76144.2,3250912996,Overall Index,5/30/2016
????_??6,20160601,76084.2,3237854521,Overall Index,5/31/2016
????_??6,20160605,76160.6,3233043011,Overall Index,6/1/2016
????_??6,20160606,76128.6,3235681100,Overall Index,6/5/2016
????_??6,20160607,75874.5,3228147020,Overall Index,6/6/2016
????_??6,20160608,75876.2,3214453834,Overall Index,6/7/2016
????_??6,20160611,74850.1,3215125005,Overall Index,6/8/2016
????_??6,20160612,74817.8,3176465305,Overall Index,6/11/2016
????_??6,20160613,74700.5,3174767641,Overall Index,6/12/2016
????_??6,20160614,73959.7,3169671643,Overall Index,6/13/2016
????_??6,20160615,73877.1,3138040624,Overall Index,6/14/2016
????_??6,20160618,73906.5,3134835506,Overall Index,6/15/2016
????_??6,20160619,73027.9,3136058960,Overall Index,6/18/2016
????_??6,20160620,72615,3096529457,Overall Index,6/19/2016
????_??6,20160621,72799.2,3077055877,Overall Index,6/20/2016
????_??6,20160622,73644.8,3084719141,Overall Index,6/21/2016
????_??6,20160625,73672,3121864792,Overall Index,6/22/2016
????_??6,20160626,73743.5,3122834440,Overall Index,6/25/2016
????_??6,20160628,74190.5,3125857582,Overall Index,6/26/2016
????_??6,20160629,73940.3,3143891241,Overall Index,6/28/2016
????_??6,20160702,73965.5,3133178738,Overall Index,6/29/2016
????_??6,20160703,74064,3133338354,Overall Index,7/2/2016
????_??6,20160704,73947.2,3136417561,Overall Index,7/3/2016
????_??6,20160705,74049.1,3131431951,Overall Index,7/4/2016
????_??6,20160709,73716.6,3135747912,Overall Index,7/5/2016
????_??6,20160710,73764.2,3121522183,Overall Index,7/9/2016
????_??6,20160711,73816.7,3120990161,Overall Index,7/10/2016
????_??6,20160712,73736,3105643602,Overall Index,7/11/2016
????_??6,20160713,73763,3104632509,Overall Index,7/12/2016
????_??6,20160716,73868,3105490766,Overall Index,7/13/2016
????_??6,20160717,74194.8,3107643572,Overall Index,7/16/2016
????_??6,20160718,74196.9,3105187255,Overall Index,7/17/2016
????_??6,20160719,74313.6,3111954666,Overall Index,7/18/2016
????_??6,20160720,74514.1,3114025214,Overall Index,7/19/2016
????_??6,20160723,74934.3,3101250834,Overall Index,7/20/2016
????_??6,20160724,75183.9,3087712906,Overall Index,7/23/2016
????_??6,20160725,75466.5,3097197352,Overall Index,7/24/2016
????_??6,20160726,75501,3099880509,Overall Index,7/25/2016
????_??6,20160727,76225.7,3107271522,Overall Index,7/26/2016
????_??6,20160731,76579.7,3149667320,Overall Index,7/27/2016
????_??6,20160801,76647.4,3164332900,Overall Index,7/31/2016
????_??6,20160802,77089.8,3167099494,Overall Index,8/1/2016
????_??6,20160803,77882.9,3184912109,Overall Index,8/2/2016
????_??6,20160806,78324.9,3201192663,Overall Index,8/3/2016
????_??6,20160807,78704.6,3235939065,Overall Index,8/6/2016
????_??6,20160808,78324.9,3251747593,Overall Index,8/7/2016
????_??6,20160809,78368.4,3235962030,Overall Index,8/8/2016
????_??6,20160810,78190.5,3237858785,Overall Index,8/9/2016
????_??6,20160813,78218.8,3230507109,Overall Index,8/10/2016
????_??6,20160814,78205.1,3234672943,Overall Index,8/13/2016
????_??6,20160815,77828.8,3234105938,Overall Index,8/14/2016
????_??6,20160816,77855.5,3223443196,Overall Index,8/15/2016
????_??6,20160817,77879,3224549386,Overall Index,8/16/2016
????_??6,20160820,77968.7,3225525005,Overall Index,8/17/2016
????_??6,20160821,78086.4,3229237047,Overall Index,8/20/2016
????_??6,20160822,78086.1,3234373642,Overall Index,8/21/2016
????_??6,20160823,77964,3235527000,Overall Index,8/22/2016
????_??6,20160824,78081.5,3230339201,Overall Index,8/23/2016
????_??6,20160827,77757.6,3235204375,Overall Index,8/24/2016
????_??6,20160828,77313.6,3221783916,Overall Index,8/27/2016
????_??6,20160829,77345.6,3203389393,Overall Index,8/28/2016
????_??6,20160830,77358.6,3204716569,Overall Index,8/29/2016
????_??6,20160831,77167.9,3205252709,Overall Index,8/30/2016
????_??6,20160903,76747,3197352215,Overall Index,8/31/2016
????_??6,20160904,76509.4,3180154781,Overall Index,9/3/2016
????_??6,20160905,76522.2,3170309174,Overall Index,9/4/2016
????_??6,20160906,76669.6,3170836003,Overall Index,9/5/2016
????_??6,20160907,76742.2,3176944132,Overall Index,9/6/2016
????_??6,20160910,76640.3,3179952309,Overall Index,9/7/2016
????_??6,20160911,76643.9,3175228191,Overall Index,9/10/2016
????_??6,20160913,76444.2,3175375025,Overall Index,9/11/2016
????_??6,20160914,76455.4,3169298250,Overall Index,9/13/2016
????_??6,20160917,76104.9,3169765790,Overall Index,9/14/2016
????_??6,20160918,76166.7,3155784040,Overall Index,9/17/2016
????_??6,20160919,76272.6,3158194922,Overall Index,9/18/2016
????_??6,20160921,76450.9,3159378978,Overall Index,9/19/2016
????_??6,20160924,76906.9,3167020888,Overall Index,9/21/2016
????_??6,20160925,77081.5,3187234509,Overall Index,9/24/2016
????_??6,20160926,77089.8,3194472248,Overall Index,9/25/2016
????_??6,20160927,77143.1,3194814278,Overall Index,9/26/2016
????_??6,20160928,77300.3,3197024471,Overall Index,9/27/2016
????_??6,20161001,77478.8,3203539090,Overall Index,9/28/2016
????_??6,20161002,77287.6,3210934703,Overall Index,10/1/2016
????_??6,20161003,77265.3,3196071739,Overall Index,10/2/2016
????_??6,20161004,77335.3,3195151644,Overall Index,10/3/2016
????_??6,20161005,77183,3198045214,Overall Index,10/4/2016
????_??6,20161008,77217,3191745593,Overall Index,10/5/2016
????_??6,20161009,77435.8,3193152290,Overall Index,10/8/2016
????_??6,20161010,77655.1,3202200529,Overall Index,10/9/2016
????_??6,20161015,77886.4,3211268010,Overall Index,10/10/2016
????_??6,20161016,77569.1,3221650470,Overall Index,10/15/2016
????_??6,20161017,77707.2,3206896581,Overall Index,10/16/2016
????_??6,20161018,77849.5,3222603420,Overall Index,10/17/2016
????_??6,20161019,78091.5,3228505485,Overall Index,10/18/2016
????_??6,20161022,78387.2,3238247364,Overall Index,10/19/2016
????_??6,20161023,78370.3,3235781775,Overall Index,10/22/2016
????_??6,20161024,78568.8,3235086071,Overall Index,10/23/2016
????_??6,20161025,78808.8,3243281084,Overall Index,10/24/2016
????_??6,20161026,79299.6,3251251902,Overall Index,10/25/2016
????_??6,20161029,80340.7,3273446315,Overall Index,10/26/2016
????_??6,20161030,80339.2,3316421152,Overall Index,10/29/2016
????_??6,20161031,80263.7,3357618395,Overall Index,10/30/2016
????_??6,20161101,79659.2,3354466065,Overall Index,10/31/2016
????_??6,20161102,79670.9,3329198639,Overall Index,11/1/2016
????_??6,20161105,79253.5,3329820196,Overall Index,11/2/2016
????_??6,20161106,79137.5,3312688289,Overall Index,11/5/2016
????_??6,20161107,79632.3,3307842236,Overall Index,11/6/2016
????_??6,20161108,79871.4,3328521760,Overall Index,11/7/2016
????_??6,20161109,78411.6,3339115035,Overall Index,11/8/2016
????_??6,20161112,79010.7,3276340242,Overall Index,11/9/2016
????_??6,20161113,79048.5,3301318942,Overall Index,11/12/2016
????_??6,20161114,79341.5,3306646559,Overall Index,11/13/2016
????_??6,20161115,79236.2,3318813446,Overall Index,11/14/2016
????_??6,20161116,79268.4,3315935001,Overall Index,11/15/2016
????_??6,20161119,79278.6,3317283607,Overall Index,11/16/2016
????_??6,20161121,79318.9,3317466018,Overall Index,11/19/2016
????_??6,20161122,79393.8,3319155351,Overall Index,11/21/2016
????_??6,20161123,79385.6,3330629467,Overall Index,11/22/2016
????_??6,20161126,79541.4,3330085622,Overall Index,11/23/2016
????_??6,20161127,79625.9,3337002400,Overall Index,11/26/2016
????_??6,20161129,80018.6,3340697687,Overall Index,11/27/2016
????_??6,20161203,80058.8,3357175284,Overall Index,11/29/2016
????_??6,20161204,80063.7,3358860803,Overall Index,12/3/2016
????_??6,20161205,80081.2,3359067068,Overall Index,12/4/2016
????_??6,20161206,80830.5,3357303166,Overall Index,12/5/2016
????_??6,20161207,81341.6,3388477452,Overall Index,12/6/2016
????_??6,20161210,81250.5,3421681014,Overall Index,12/7/2016
????_??6,20161211,80925.9,3418302758,Overall Index,12/10/2016
????_??6,20161212,80915.5,3404583753,Overall Index,12/11/2016
????_??6,20161213,80741.2,3404318786,Overall Index,12/12/2016
????_??6,20161214,80683.6,3396650160,Overall Index,12/13/2016
????_??6,20161218,80709,3394228341,Overall Index,12/14/2016
????_??6,20161219,80413.1,3388719874,Overall Index,12/18/2016
????_??6,20161220,80122.7,3376196994,Overall Index,12/19/2016
????_??6,20161221,80250,3364000798,Overall Index,12/20/2016
????_??6,20161224,80161.2,3377011125,Overall Index,12/21/2016
????_??6,20161225,79898.9,3373276940,Overall Index,12/24/2016
????_??6,20161226,79966.5,3362236579,Overall Index,12/25/2016
????_??6,20161227,79800.8,3364983545,Overall Index,12/26/2016
????_??6,20161228,79691.8,3358010572,Overall Index,12/27/2016
????_??6,20161231,79486.6,3353364342,Overall Index,12/28/2016
????_??6,20170101,78896,3344681238,Overall Index,12/31/2016
????_??6,20170102,78968.9,3319826375,Overall Index,1/1/2017
????_??6,20170103,78983.7,3322894384,Overall Index,1/2/2017
????_??6,20170104,78990.3,3323487580,Overall Index,1/3/2017
????_??6,20170107,78826.5,3323771901,Overall Index,1/4/2017
????_??6,20170108,78833.4,3316881859,Overall Index,1/7/2017
????_??6,20170109,78609.5,3317172861,Overall Index,1/8/2017
????_??6,20170111,78622,3308246885,Overall Index,1/9/2017
????_??6,20170114,78876.2,3308953256,Overall Index,1/11/2017
????_??6,20170115,79073.2,3319194719,Overall Index,1/14/2017
????_??6,20170116,79084.2,3327430943,Overall Index,1/15/2017
????_??6,20170117,79280.4,3327894203,Overall Index,1/16/2017
????_??6,20170118,79382.2,3329668995,Overall Index,1/17/2017
????_??6,20170121,79206.6,3333944480,Overall Index,1/18/2017
????_??6,20170122,79218,3316247814,Overall Index,1/21/2017
????_??6,20170123,79263.5,3316725298,Overall Index,1/22/2017
????_??6,20170124,78249.1,3318317844,Overall Index,1/23/2017
????_??6,20170125,78049,3276758153,Overall Index,1/24/2017
????_??6,20170128,77714.1,3268212744,Overall Index,1/25/2017
????_??6,20170129,77707.3,3254188441,Overall Index,1/28/2017
????_??6,20170130,77961.4,3253903335,Overall Index,1/29/2017
????_??6,20170131,77975.4,3264545579,Overall Index,1/30/2017
????_??6,20170201,77414.9,3265131860,Overall Index,1/31/2017
????_??6,20170204,76825.7,3241654249,Overall Index,2/1/2017
????_??6,20170205,76616,3216983977,Overall Index,2/4/2017
????_??6,20170206,76678.7,3216482526,Overall Index,2/5/2017
????_??6,20170207,76766,3219114686,Overall Index,2/6/2017
????_??6,20170208,76792.8,3222780212,Overall Index,2/7/2017
????_??6,20170211,76816.8,3223585253,Overall Index,2/8/2017
????_??6,20170212,76827.7,3224593003,Overall Index,2/11/2017
????_??6,20170213,76975.5,3222342055,Overall Index,2/12/2017
????_??6,20170214,77000.2,3228541458,Overall Index,2/13/2017
????_??6,20170215,77189.7,3229683576,Overall Index,2/14/2017
????_??6,20170218,77599.1,3237632424,Overall Index,2/15/2017
????_??6,20170219,77658.6,3254182977,Overall Index,2/18/2017
????_??6,20170220,77698.2,3256273901,Overall Index,2/19/2017
????_??6,20170221,77800.2,3257935607,Overall Index,2/20/2017
????_??6,20170222,77847.2,3261785323,Overall Index,2/21/2017
????_??6,20170225,77863.5,3263756794,Overall Index,2/22/2017
????_??6,20170226,77574.7,3265642021,Overall Index,2/25/2017
????_??6,20170227,77590.7,3253045553,Overall Index,2/26/2017
????_??6,20170228,77602.3,3253718186,Overall Index,2/27/2017
????_??6,20170301,77475.2,3254635480,Overall Index,2/28/2017
????_??6,20170304,77135.1,3249300950,Overall Index,3/1/2017
????_??6,20170305,76766.9,3233992163,Overall Index,3/4/2017
????_??6,20170306,76789.7,3217814377,Overall Index,3/5/2017
????_??6,20170307,76800.4,3219211198,Overall Index,3/6/2017
????_??6,20170308,76285.5,3219660831,Overall Index,3/7/2017
????_??6,20170311,76315.6,3196151896,Overall Index,3/8/2017
????_??6,20170312,76329,3195793325,Overall Index,3/11/2017
????_??6,20170313,76332,3194333970,Overall Index,3/12/2017
????_??6,20170314,76639,3194458531,Overall Index,3/13/2017
????_??6,20170315,76737.9,3206858506,Overall Index,3/14/2017
????_??6,20170318,77230,3199503950,Overall Index,3/15/2017
????_??6,20170325,77485.8,3219694336,Overall Index,3/18/2017
????_??6,20170326,77502.9,3230355842,Overall Index,3/25/2017
????_??6,20170327,77523.3,3232257019,Overall Index,3/26/2017
????_??6,20170328,77548.5,3236340606,Overall Index,3/27/2017
????_??6,20170329,77584.4,3237391000,Overall Index,3/28/2017
????_??6,20170403,77616.8,3238892258,Overall Index,3/29/2017
????_??6,20170404,77647.1,3240241908,Overall Index,4/3/2017
????_??6,20170405,77689.9,3241508030,Overall Index,4/4/2017
????_??6,20170408,77804.7,3243295478,Overall Index,4/5/2017
????_??6,20170409,77860.4,3248087098,Overall Index,4/8/2017
????_??6,20170410,78107.8,3250413604,Overall Index,4/9/2017
????_??6,20170412,78132.4,3260506030,Overall Index,4/10/2017
????_??6,20170415,78383.3,3261810881,Overall Index,4/12/2017
????_??6,20170416,78471.7,3272199858,Overall Index,4/15/2017
????_??6,20170417,78247.5,3275891472,Overall Index,4/16/2017
????_??6,20170418,78339.8,3266486858,Overall Index,4/17/2017
????_??6,20170419,78651.4,3270340713,Overall Index,4/18/2017
????_??6,20170422,79302.7,3282891816,Overall Index,4/19/2017
????_??6,20170423,79390.6,3311294851,Overall Index,4/22/2017
????_??6,20170424,79425.9,3315244843,Overall Index,4/23/2017
????_??6,20170426,79596.9,3316717179,Overall Index,4/24/2017
????_??6,20170429,79755.6,3323856958,Overall Index,4/26/2017
????_??6,20170430,79785,3302579881,Overall Index,4/29/2017
????_??6,20170501,79826.6,3303800471,Overall Index,4/30/2017
????_??6,20170502,79942.1,3305522027,Overall Index,5/1/2017
????_??6,20170503,79969.2,3310301967,Overall Index,5/2/2017
????_??6,20170506,79697.4,3310292712,Overall Index,5/3/2017
????_??6,20170507,79660.9,3299044487,Overall Index,5/6/2017
????_??6,20170508,79744.1,3297412269,Overall Index,5/7/2017
????_??6,20170509,79858.8,3300841904,Overall Index,5/8/2017
????_??6,20170510,80127.1,3305589938,Overall Index,5/9/2017
????_??6,20170513,80142,3315349079,Overall Index,5/10/2017
????_??6,20170514,79963,3316064419,Overall Index,5/13/2017
????_??6,20170515,79957.5,3308554485,Overall Index,5/14/2017
????_??6,20170516,80129.3,3308224032,Overall Index,5/15/2017
????_??6,20170517,80344.2,3303156706,Overall Index,5/16/2017
????_??6,20170520,81077.6,3311881871,Overall Index,5/17/2017
????_??6,20170521,81194,3342035210,Overall Index,5/20/2017
????_??6,20170522,81124.4,3321986179,Overall Index,5/21/2017
????_??6,20170523,81124.4,3311367528,Overall Index,5/22/2017
????_??6,20170524,81146.2,3309307027,Overall Index,5/23/2017
????_??6,20170527,80921.2,3309662729,Overall Index,5/24/2017
????_??6,20170528,80713.2,3298601887,Overall Index,5/27/2017
????_??6,20170529,80607.9,3287921011,Overall Index,5/28/2017
????_??6,20170530,80511.5,3283520970,Overall Index,5/29/2017
????_??6,20170531,80513.3,3280153521,Overall Index,5/30/2017
????_??6,20170603,80288.9,3277091772,Overall Index,5/31/2017
????_??6,20170606,80293.5,3266521875,Overall Index,6/3/2017
????_??6,20170607,79758.5,3269155596,Overall Index,6/6/2017
????_??6,20170610,79855.7,3247244223,Overall Index,6/7/2017
????_??6,20170611,79870.7,3250864672,Overall Index,6/10/2017
????_??6,20170612,79564.1,3250040127,Overall Index,6/11/2017
????_??6,20170613,79426.9,3237221319,Overall Index,6/12/2017
????_??6,20170614,79465.7,3230360343,Overall Index,6/13/2017
????_??6,20170617,79285,3231651508,Overall Index,6/14/2017
????_??6,20170618,78990.4,3224305901,Overall Index,6/17/2017
????_??6,20170619,78859.2,3211605548,Overall Index,6/18/2017
????_??6,20170620,78867.5,3201386370,Overall Index,6/19/2017
????_??6,20170621,78736.2,3201230598,Overall Index,6/20/2017
????_??6,20170624,78652.7,3195514164,Overall Index,6/21/2017
????_??6,20170625,78665.5,3191704147,Overall Index,6/24/2017
????_??6,20170628,78704.5,3192021070,Overall Index,6/25/2017
????_??6,20170701,78799.7,3192522648,Overall Index,6/28/2017
????_??6,20170702,78765.3,3194419966,Overall Index,7/1/2017
????_??6,20170703,78659.2,3186827151,Overall Index,7/2/2017
????_??6,20170704,78632.5,3179202090,Overall Index,7/3/2017
????_??6,20170705,78700.2,3183697477,Overall Index,7/4/2017
????_??6,20170708,78881.6,3184417423,Overall Index,7/5/2017
????_??6,20170709,78985.4,3192869854,Overall Index,7/8/2017
????_??6,20170710,79377,3192442059,Overall Index,7/9/2017
????_??6,20170711,79490.4,3192871293,Overall Index,7/10/2017
????_??6,20170712,79509.6,3197310350,Overall Index,7/11/2017
????_??6,20170715,79658.9,3197780972,Overall Index,7/12/2017
????_??6,20170716,79620.8,3194381360,Overall Index,7/15/2017
????_??6,20170717,79692.9,3191728707,Overall Index,7/16/2017
????_??6,20170718,79735.7,3190395993,Overall Index,7/17/2017
????_??6,20170719,80162.5,3208780387,Overall Index,7/18/2017
????_??6,20170722,80670.8,3206417002,Overall Index,7/19/2017
????_??6,20170723,80863,3199343193,Overall Index,7/22/2017
????_??6,20170724,80933.9,3194442012,Overall Index,7/23/2017
????_??6,20170725,81181.7,3190657411,Overall Index,7/24/2017
????_??6,20170726,81509.3,3198236796,Overall Index,7/25/2017
????_??6,20170729,81420.9,3215420107,Overall Index,7/26/2017
????_??6,20170730,81491.4,3211772510,Overall Index,7/29/2017
????_??6,20170731,81533.5,3213853911,Overall Index,7/30/2017
????_??6,20170801,81415.9,3215513784,Overall Index,7/31/2017
????_??6,20170802,81265.9,3210873404,Overall Index,8/1/2017
????_??6,20170806,81384.1,3204959358,Overall Index,8/2/2017
????_??6,20170807,81285.7,3207955002,Overall Index,8/6/2017
????_??6,20170808,81313.9,3204078479,Overall Index,8/7/2017
????_??6,20170809,81579.3,3205190397,Overall Index,8/8/2017
????_??6,20170812,81763.1,3215649563,Overall Index,8/9/2017
????_??6,20170813,81661.5,3223845847,Overall Index,8/12/2017
????_??6,20170814,81659.3,3219822016,Overall Index,8/13/2017
